state_name,county_fips,county_name,votes_gop,votes_dem,total_votes,diff,per_gop,per_dem,per_point_diff
Connecticut,9007,Middlesex County,40665,56848,99203,-16183,0.409917039,0.573047186,-0.163130147
Connecticut,9009,New Haven County,169892,242629,417980,-72737,0.406459639,0.580479927,-0.174020288
Connecticut,9011,New London County,57110,79459,139604,-22349,0.4090857,0.569174236,-0.160088536
Connecticut,9013,Tolland County,34819,44006,80546,-9187,0.43228714,0.546346187,-0.114059047
Connecticut,9015,Windham County,29141,26701,57077,2440,0.510555916,0.467806647,0.042749269
Delaware,10001,Kent County,41009,44552,87025,-3543,0.471232404,0.511944843,-0.040712439
Delaware,10003,New Castle County,88364,195034,287633,-106670,0.307210925,0.678065451,-0.370854526
Delaware,10005,Sussex County,71230,56682,129352,14548,0.550667945,0.438199641,0.112468304
District of Columbia,11001,District of Columbia,18586,317323,344356,-298737,0.053973214,0.921496939,-0.867523725
Florida,12001,Alachua County,50972,89704,142604,-38732,0.357437379,0.629042664,-0.271605285
Florida,12003,Baker County,11911,2037,14059,9874,0.847215307,0.144889395,0.702325912
Florida,12005,Bay County,66097,25614,93024,40483,0.710537066,0.275348297,0.435188768
Florida,12007,Bradford County,10334,3160,13632,7174,0.758069249,0.231807512,0.526261737
Florida,12009,Brevard County,207883,148549,360764,59334,0.57622989,0.41176226,0.16446763
Florida,12011,Broward County,333409,618752,957672,-285343,0.348145294,0.646100126,-0.297954832
Florida,12013,Calhoun County,5274,1209,6526,4065,0.808152007,0.185258964,0.622893043
Florida,12015,Charlotte County,73243,42273,116340,30970,0.629559911,0.363357401,0.26620251
Florida,12017,Citrus County,65352,27092,93208,38260,0.701141533,0.290661746,0.410479787
Florida,12019,Clay County,84480,38317,124405,46163,0.679072385,0.30800209,0.371070295
Florida,12021,Collier County,128950,77621,207818,51329,0.620494856,0.373504701,0.246990155
Florida,12023,Columbia County,23836,8914,33042,14922,0.721384904,0.269777858,0.451607046
Florida,12027,DeSoto County,8313,4259,12659,4054,0.656686942,0.336440477,0.320246465
Florida,12029,Dixie County,6759,1365,8167,5394,0.827598874,0.167136035,0.660462838
Florida,12031,Duval County,233762,252556,492820,-18794,0.474335457,0.512471085,-0.038135628
Florida,12033,Escambia County,96674,70929,170372,25745,0.56742892,0.416318409,0.151110511
Florida,12035,Flagler County,43043,28161,71716,14882,0.600186848,0.39267388,0.207512968
Florida,12037,Franklin County,4675,2120,6849,2555,0.682581399,0.309534239,0.37304716
Florida,12039,Gadsden County,7465,16153,23762,-8688,0.314157057,0.679782847,-0.365625789
Florida,12041,Gilchrist County,7895,1700,9685,6195,0.81517811,0.175529169,0.639648942
Florida,12043,Glades County,3782,1385,5193,2397,0.72828808,0.26670518,0.4615829
Florida,12045,Gulf County,6113,1985,8163,4128,0.748866838,0.243170403,0.505696435
Florida,12047,Hamilton County,3815,1963,5830,1852,0.654373928,0.33670669,0.317667238
Florida,12049,Hardee County,6122,2298,8485,3824,0.721508544,0.270830878,0.450677666
Florida,12051,Hendry County,7906,4929,12940,2977,0.610973725,0.380911901,0.230061824
Florida,12053,Hernando County,70412,37519,108922,32893,0.646444245,0.344457502,0.301986743
Florida,12055,Highlands County,34873,16938,52170,17935,0.6684493,0.32466935,0.34377995
Florida,12057,Hillsborough County,327398,376367,712063,-48969,0.459787968,0.528558569,-0.0687706
Florida,12059,Holmes County,8080,924,9068,7156,0.891045434,0.10189678,0.789148655
Florida,12061,Indian River County,58872,37844,97484,21028,0.603914489,0.388207296,0.215707193
Florida,12063,Jackson County,15488,6766,22419,8722,0.690842589,0.301797582,0.389045006
Florida,12065,Jefferson County,4479,3897,8451,582,0.52999645,0.46112886,0.06886759
Florida,12067,Lafayette County,3128,510,3658,2618,0.855112083,0.139420448,0.715691635
Florida,12069,Lake County,125859,83505,211314,42354,0.595601806,0.395170221,0.200431585
Florida,12071,Lee County,233247,157695,393899,75552,0.592149257,0.400343743,0.191805514
Florida,12073,Leon County,57453,103517,162929,-46064,0.35262599,0.635350367,-0.282724377
Florida,12075,Levy County,16749,6205,23145,10544,0.723655217,0.268092461,0.455562757
Florida,12077,Liberty County,2846,694,3561,2152,0.799213704,0.194889076,0.604324628
Florida,12079,Madison County,5576,3747,9380,1829,0.59445629,0.399466951,0.194989339
Florida,12081,Manatee County,124987,90166,216958,34821,0.57608846,0.415591958,0.160496502
Florida,12083,Marion County,127826,74858,204376,52968,0.625445258,0.366275884,0.259169374
Florida,12085,Martin County,61168,36893,98726,24275,0.619573365,0.373690821,0.245882544
Florida,12086,Miami-Dade County,532833,617864,1156816,-85031,0.460603069,0.534107412,-0.073504343
Florida,12087,Monroe County,25693,21881,48029,3812,0.534947636,0.455578921,0.079368715
Florida,12089,Nassau County,42566,15564,58811,27002,0.723776164,0.264644369,0.459131795
Florida,12091,Okaloosa County,79798,34248,116373,45550,0.685708884,0.294295068,0.391413816
Florida,12093,Okeechobee County,11470,4390,15954,7080,0.718941958,0.275166103,0.443775856
Florida,12095,Orange County,245398,395014,647403,-149616,0.379049834,0.610151637,-0.231101802
Florida,12097,Osceola County,73480,97297,172436,-23817,0.426129115,0.564249925,-0.13812081
Florida,12099,Palm Beach County,334711,433572,773158,-98861,0.4329141,0.560780591,-0.12786649
Florida,12101,Pasco County,179621,119073,301970,60548,0.594830612,0.394320628,0.200509984
Florida,12103,Pinellas County,276209,277450,559715,-1241,0.493481504,0.495698704,-0.0022172
Florida,12105,Polk County,194586,145049,343256,49537,0.566883026,0.422567996,0.14431503
Florida,12107,Putnam County,25514,10527,36373,14987,0.701454375,0.289417975,0.412036401
Florida,12109,St. Johns County,110946,63850,176622,47096,0.628155043,0.361506494,0.266648549
Florida,12111,St. Lucie County,86831,84137,172169,2694,0.504335856,0.48868844,0.015647416
Florida,12113,Santa Rosa County,77385,27612,106928,49773,0.723711282,0.258229837,0.465481445
Florida,12115,Sarasota County,148370,120110,270575,28260,0.548350735,0.443906495,0.104444239
Florida,12117,Seminole County,125241,132528,260815,-7287,0.48019094,0.508130284,-0.027939344
Florida,12119,Sumter County,62761,29341,92485,33420,0.678607342,0.317251446,0.361355896
Florida,12121,Suwannee County,16410,4485,21057,11925,0.779313292,0.212993304,0.566319989
Florida,12123,Taylor County,7751,2299,10127,5452,0.765379678,0.227016886,0.538362793
Florida,12125,Union County,5133,1053,6245,4080,0.82193755,0.168614892,0.653322658
Florida,12127,Volusia County,173821,130575,307439,43246,0.565383702,0.424718399,0.140665303
Florida,12129,Wakulla County,12874,5351,18404,7523,0.699521843,0.29075201,0.408769833
Florida,12131,Walton County,32947,10338,43711,22609,0.753746197,0.236507973,0.517238224
Florida,12133,Washington County,9876,2347,12327,7529,0.801168167,0.190395068,0.6107731
Georgia,13001,Appling County,6570,1784,8390,4786,0.783075089,0.212634088,0.570441001
Georgia,13003,Atkinson County,2300,825,3155,1475,0.729001585,0.261489699,0.467511886
Georgia,13005,Bacon County,4017,625,4667,3392,0.860724234,0.133919006,0.726805228
Georgia,13007,Baker County,897,652,1555,245,0.576848875,0.419292605,0.15755627
Georgia,13009,Baldwin County,8903,9140,18251,-237,0.487808887,0.500794477,-0.01298559
Georgia,13011,Banks County,7795,932,8801,6863,0.885694807,0.105897057,0.77979775
Georgia,13013,Barrow County,26804,10453,37921,16351,0.7068379,0.275652013,0.431185886
Georgia,13015,Bartow County,37672,12091,50464,25581,0.746512365,0.239596544,0.506915821
Georgia,13017,Ben Hill County,4111,2393,6564,1718,0.626294942,0.36456429,0.261730652
Georgia,13019,Berrien County,6419,1269,7743,5150,0.829006845,0.163889965,0.66511688
Georgia,13021,Bibb County,26559,43408,70714,-16849,0.375583336,0.613852985,-0.23826965
Georgia,13023,Bleckley County,4329,1312,5708,3017,0.75840925,0.229852838,0.528556412
Georgia,13025,Brantley County,6993,700,7749,6293,0.902439024,0.090334237,0.812104788
Georgia,13027,Brooks County,4261,2791,7101,1470,0.60005633,0.393043233,0.207013097
Georgia,13029,Bryan County,14240,6738,21335,7502,0.667447856,0.315819077,0.351628779
Georgia,13031,Bulloch County,18387,11248,30090,7139,0.6110668,0.373811898,0.237254902
Georgia,13033,Burke County,5400,5208,10683,192,0.50547599,0.48750351,0.01797248
Georgia,13035,Butts County,8406,3274,11771,5132,0.714127942,0.278141194,0.435986747
Georgia,13037,Calhoun County,923,1263,2198,-340,0.419927207,0.574613285,-0.154686078
Georgia,13039,Camden County,15249,7967,23686,7282,0.643798024,0.336359031,0.307438993
Georgia,13043,Candler County,3133,1269,4431,1864,0.707063868,0.286391334,0.420672534
Georgia,13045,Carroll County,37476,16236,54472,21240,0.687986488,0.298061389,0.389925099
Georgia,13047,Catoosa County,25167,6932,32593,18235,0.772159666,0.212683705,0.559475961
Georgia,13049,Charlton County,3419,1105,4568,2314,0.748467601,0.241900175,0.506567426
Georgia,13051,Chatham County,53232,78247,133408,-25015,0.399016551,0.586524047,-0.187507496
Georgia,13053,Chattahoochee County,880,667,1582,213,0.556257901,0.421618205,0.134639697
Georgia,13055,Chattooga County,8064,1854,10050,6210,0.80238806,0.184477612,0.617910448
Georgia,13057,Cherokee County,99585,42779,144815,56806,0.687670476,0.295404482,0.392265995
Georgia,13059,Clarke County,14450,36055,51346,-21605,0.281424064,0.702196861,-0.420772796
Georgia,13061,Clay County,637,791,1435,-154,0.443902439,0.551219512,-0.107317073
Georgia,13063,Clayton County,15811,95466,112330,-79655,0.140754919,0.849870916,-0.709115998
Georgia,13065,Clinch County,2105,744,2861,1361,0.735756728,0.260048934,0.475707794
Georgia,13067,Cobb County,165436,221847,393728,-56411,0.420178397,0.563452434,-0.143274037
Georgia,13069,Coffee County,10578,4511,15214,6067,0.695280663,0.296503221,0.398777442
Georgia,13071,Colquitt County,11777,4190,16086,7587,0.732127316,0.260474947,0.471652369
Georgia,13073,Columbia County,50013,29232,80575,20781,0.62070121,0.362792429,0.257908781
Georgia,13075,Cook County,4900,2059,7035,2841,0.696517413,0.29267946,0.403837953
Georgia,13077,Coweta County,51501,24210,76799,27291,0.670594669,0.31523848,0.35535619
Georgia,13079,Crawford County,4428,1615,6102,2813,0.725663717,0.264667322,0.460996395
Georgia,13081,Crisp County,4985,2982,8033,2003,0.620565169,0.371218723,0.249346446
Georgia,13083,Dade County,6066,1261,7434,4805,0.81598063,0.169626043,0.646354587
Georgia,13085,Dawson County,13398,2486,16081,10912,0.833157142,0.154592376,0.678564766
Georgia,13087,Decatur County,6755,4782,11625,1973,0.581075269,0.411354839,0.16972043
Georgia,13089,DeKalb County,58377,308162,370746,-249785,0.157458206,0.831194403,-0.673736197
Georgia,13091,Dodge County,5843,2172,8071,3671,0.723949944,0.269111634,0.45483831
Georgia,13093,Dooly County,2159,1911,4105,248,0.525943971,0.465529842,0.060414129
Georgia,13095,Dougherty County,10441,24568,35287,-14127,0.295888004,0.69623374,-0.400345736
Georgia,13097,Douglas County,25454,42814,69106,-17360,0.368332706,0.619540995,-0.251208289
Georgia,13099,Early County,2710,2450,5188,260,0.522359291,0.472243639,0.050115652
Georgia,13101,Echols County,1256,167,1441,1089,0.871616933,0.115891742,0.755725191
Georgia,13103,Effingham County,23361,7718,31571,15643,0.739951221,0.244464857,0.495486364
Georgia,13105,Elbert County,6226,2879,9171,3347,0.678879075,0.313924327,0.364954749
Georgia,13107,Emanuel County,6553,2886,9505,3667,0.689426618,0.303629669,0.385796949
Georgia,13109,Evans County,2888,1324,4247,1564,0.680009418,0.31174947,0.368259948
Georgia,13111,Fannin County,12169,2570,14849,9599,0.819516466,0.173075628,0.646440838
Georgia,13113,Fayette County,37956,33062,71994,4894,0.527210601,0.459232714,0.067977887
Georgia,13115,Floyd County,28906,11917,41341,16989,0.699209018,0.288261048,0.410947969
Georgia,13117,Forsyth County,85123,42208,129311,42915,0.658281198,0.32640688,0.331874319
Georgia,13119,Franklin County,9069,1593,10765,7476,0.842452392,0.147979563,0.694472829
Georgia,13121,Fulton County,137247,380212,523779,-242965,0.262032269,0.725901573,-0.463869304
Georgia,13123,Gilmer County,13429,2932,16525,10497,0.812647504,0.177428139,0.635219365
Georgia,13125,Glascock County,1402,155,1565,1247,0.895846645,0.099041534,0.796805112
Georgia,13127,Glynn County,25617,15882,41988,9735,0.610102887,0.378250929,0.231851958
Georgia,13129,Gordon County,19405,4384,24033,15021,0.807431448,0.182415845,0.625015604
Georgia,13131,Grady County,7034,3619,10707,3415,0.656953395,0.338003175,0.318950219
Georgia,13133,Greene County,7066,4087,11244,2979,0.628424048,0.363482746,0.264941302
Georgia,13135,Gwinnett County,166400,241994,414023,-75594,0.401910039,0.584494098,-0.182584059
Georgia,13137,Habersham County,16637,3562,20431,13075,0.814301796,0.17434291,0.639958886
Georgia,13139,Hall County,64183,25033,90537,39150,0.708914587,0.276494693,0.432419895
Georgia,13141,Hancock County,1154,2976,4153,-1822,0.277871418,0.716590417,-0.438718998
Georgia,13143,Haralson County,12330,1791,14246,10539,0.865506107,0.1257195,0.739786607
Georgia,13145,Harris County,14319,5457,19991,8862,0.716272323,0.272972838,0.443299485
Georgia,13147,Hart County,9465,3157,12728,6308,0.743636078,0.248035827,0.495600251
Georgia,13149,Heard County,4519,824,5394,3695,0.837782722,0.152762329,0.685020393
Georgia,13151,Henry County,48259,73443,122998,-25184,0.392355973,0.59710727,-0.204751297
Georgia,13153,Houston County,41540,32239,74838,9301,0.555065608,0.430783826,0.124281782
Georgia,13155,Irwin County,3134,1008,4168,2126,0.751919386,0.24184261,0.510076775
Georgia,13157,Jackson County,29502,7642,37675,21860,0.783065693,0.20284008,0.580225614
Georgia,13159,Jasper County,5822,1761,7644,4061,0.761643119,0.230376766,0.531266353
Georgia,13161,Jeff Davis County,4695,1028,5771,3667,0.813550511,0.17813204,0.635418472
Georgia,13163,Jefferson County,3537,4058,7639,-521,0.46301872,0.531221364,-0.068202644
Georgia,13165,Jenkins County,2161,1266,3455,895,0.625470333,0.36642547,0.259044863
Georgia,13167,Johnson County,2850,1222,4100,1628,0.695121951,0.29804878,0.397073171
Georgia,13169,Jones County,9940,4882,14934,5058,0.665595286,0.326905049,0.338690237
Georgia,13171,Lamar County,6331,2620,9045,3711,0.699944721,0.289662797,0.410281924
Georgia,13173,Lanier County,2509,1019,3576,1490,0.701621924,0.284955257,0.416666667
Georgia,13175,Laurens County,14493,8074,22731,6419,0.637587436,0.355197748,0.282389688
Georgia,13177,Lee County,12007,4558,16714,7449,0.718379801,0.272705516,0.445674285
Georgia,13179,Liberty County,7959,13104,21394,-5145,0.372020193,0.61250818,-0.240487987
Georgia,13181,Lincoln County,3173,1432,4641,1741,0.68368886,0.308554191,0.375134669
Georgia,13183,Long County,3527,2035,5657,1492,0.62347534,0.359731306,0.263744034
Georgia,13185,Lowndes County,25692,20116,46355,5576,0.554244418,0.433955345,0.120289073
Georgia,13187,Lumpkin County,12163,3126,15531,9037,0.783143391,0.20127487,0.581868521
Georgia,13189,McDuffie County,6169,4168,10455,2001,0.590052606,0.398660928,0.191391679
Georgia,13191,McIntosh County,4016,2612,6696,1404,0.599761051,0.390083632,0.209677419
Georgia,13193,Macon County,1783,2858,4663,-1075,0.382371864,0.612910144,-0.23053828
Georgia,13195,Madison County,11326,3411,14937,7915,0.758251322,0.228359108,0.529892214
Georgia,13197,Marion County,2275,1312,3625,963,0.627586207,0.361931034,0.265655172
Georgia,13199,Meriwether County,6524,4287,10877,2237,0.599797738,0.394134412,0.205663326
Georgia,13201,Miller County,2066,748,2834,1318,0.72900494,0.263937897,0.465067043
Georgia,13205,Mitchell County,4935,3993,8962,942,0.550658335,0.445547869,0.105110466
Georgia,13207,Monroe County,11057,4385,15590,6672,0.70923669,0.281270045,0.427966645
Georgia,13209,Montgomery County,2960,980,3967,1980,0.746155785,0.247038064,0.499117721
Georgia,13211,Morgan County,8231,3353,11706,4878,0.703143687,0.286434307,0.41670938
Georgia,13213,Murray County,12944,2301,15389,10643,0.841120281,0.149522386,0.691597895
Georgia,13215,Muscogee County,30107,49446,80514,-19339,0.373934968,0.61412922,-0.240194252
Georgia,13217,Newton County,23869,29789,54234,-5920,0.440111369,0.549267987,-0.109156618
Georgia,13219,Oconee County,16595,8162,25168,8433,0.65936904,0.324300699,0.335068341
Georgia,13221,Oglethorpe County,5592,2439,8133,3153,0.687569163,0.29988934,0.387679823
Georgia,13223,Paulding County,54517,29695,85372,24822,0.638581736,0.34783067,0.290751066
Georgia,13225,Peach County,6506,5922,12553,584,0.518282482,0.471759739,0.046522744
Georgia,13227,Pickens County,14110,2824,17167,11286,0.821925788,0.16450166,0.657424128
Georgia,13229,Pierce County,7898,1100,9047,6798,0.872996573,0.121587266,0.751409307
Georgia,13231,Pike County,9127,1505,10720,7622,0.851399254,0.140391791,0.711007463
